0,0.349118
1,0.621345
2,0.510067
3,0.202312
4,0.0261844
5,0.00595603
6,0.00928269
7,0.00256227
8,0.0108623
9,0.020352
10,0.012915
11,0.00378743
12,0.0102762
13,0.0244667
14,0.00406536
15,0.00952041
16,0.000476453
17,0.00179268
18,0.00307053
19,0.00554756
20,0.993699
21,1.06619
22,0.971878
23,0.991382
24,1.23903
25,1.05098
26,0.973593
27,0.949174
28,0.64798
29,0.599117
30,0.510277
31,0.523844
32,0.542902
33,0.662545
34,0.500283
35,0.496966
36,0.534893
37,0.461998
38,0.481899
39,0.494475
40,1.48683
41,1.4846
42,1.40439
43,1.47727
44,1.48057
45,1.48399
46,1.33255
47,1.37955
48,1.17391
49,0.649645
50,0.932265
51,0.725863
52,0.507767
53,0.304051
54,0.498104
55,0.422317
56,0.00398311
57,0.0998987
58,0.0191016
59,0.0362111
60,0.980954
61,0.96904
62,0.901791
63,0.823426
64,0.501213
65,0.703177
66,0.517709
67,0.734701
68,0.498945
69,0.505086
70,0.50059
71,0.501966
72,0.452151
73,0.509765
74,0.564918
75,0.493409
76,0.499038
77,0.499591
78,0.493395
79,0.279858
80,0.529953
81,0.579009
82,0.746473
83,0.458062
84,0.561154
85,0.608727
86,0.501793
87,0.479208
88,0.492681
89,0.478395
90,0.510234
91,0.500405
92,0.438286
93,0.218094
94,0.00567885
95,0.0435581
96,0.454028
97,0.452594
98,0.000792238
99,0.0891659
100,0.982118
101,0.999984
102,0.621275
103,0.910706
104,0.998598
105,0.519683
106,0.583271
107,0.562928
108,0.530964
109,0.533639
110,0.500935
111,0.499343
112,0.54083
113,0.503334
114,0.493705
115,0.529495
116,0.501643
117,0.495916
118,0.496997
119,0.49239
120,0.586969
121,0.496727
122,0.492198
123,0.499423
124,0.500729
125,0.499674
126,0.49263
127,0.497449
128,0.500565
129,0.499603
130,0.496405
131,0.495161
132,0.499313
133,0.499329
134,0.492795
135,0.499931
136,0.499928
137,0.500155
138,0.498816
139,0.500432
140,0.499623
141,0.500007
142,0.498379
143,0.499884
144,0.500046
145,0.501549
146,0.500218
147,0.489773
148,0.497709
149,0.475689
150,0.514158
151,0.499837
152,0.499753
153,0.500238
154,0.499334
155,0.495316
156,0.499528
157,0.50029
158,0.501898
159,0.498807
160,0.499849
161,0.502423
162,0.505319
163,0.499572
164,0.499818
165,0.500153
166,0.506252
167,0.49422
168,0.495297
169,0.496429
170,0.499993
171,0.500831
172,0.50389
173,0.500004
174,0.498905
175,0.499419
176,0.499753
177,0.51279
178,0.496304
179,0.488427
180,0.500125
181,0.500359
182,0.500101
183,0.500133
184,0.50102
185,0.500372
186,0.501815
187,0.499895
188,0.49751
189,0.500017
190,0.479669
191,0.499962
192,0.499211
193,0.500392
194,0.503484
195,0.50078
196,0.49791
197,0.502015
198,0.499741
199,0.500231
200,0.497421
201,0.500765
202,0.472552
203,0.4958
204,0.489929
205,0.461993
206,0.49557
207,0.50008
208,0.484049
209,0.45148
210,0.31313
211,0.211546
212,0.00130284
213,0.0050083
214,0.00673036
215,0.000284123
216,0.0177479
217,0.447203
218,0.000837567
219,0.613754
220,0.494435
221,0.715783
222,0.499141
223,0.500095
224,0.499686
225,0.500266
226,0.505527
227,0.492605
228,0.498239
229,0.517759
230,0.498627
231,0.502344
232,0.609527
233,0.499026
234,0.491266
235,0.500081
236,0.503339
237,0.506046
238,0.497136
239,0.499167
240,0.498116
241,0.49897
242,0.496923
243,0.496982
244,0.496225
245,0.518013
246,0.499534
247,0.516538
248,0.514154
249,0.500203
250,0.497311
251,0.499641
252,0.495735
253,0.500721
254,0.496068
255,0.497528
256,0.489946
257,0.499933
258,0.494539
259,0.499246
260,0.500622
261,0.499303
262,0.495426
263,0.49795
264,0.534015
265,0.497532
266,0.499679
267,0.416607
268,0.497277
269,0.499368
270,0.498657
271,0.466659
272,0.412817
273,0.473283
274,0.489572
275,0.453335
276,0.487243
277,0.277243
278,0.0397084
279,0.530678
280,0.508563
281,0.516007
282,0.629492
283,0.591527
284,0.501682
285,0.500046
286,0.491066
287,0.493382
288,0.496841
289,0.497477
290,0.499684
291,0.399016
292,0.4986
293,0.48426
294,0.483818
295,0.43126
296,0.310718
297,0.34834
298,0.408025
299,0.918915
300,0.533497
301,0.700953
302,0.551269
303,0.500042
304,0.503732
305,0.5001
306,0.501097
307,0.498807
308,0.510542
309,0.502271
310,0.499257
311,0.500697
312,0.499858
313,0.490172
314,0.499697
315,0.50305
316,0.499786
317,0.49269
318,0.49991
319,0.499911
